fecha,valor,indice
2007-11-30,0.9,9795194736549578.0
2007-12-31,0.9,9883351489178524.0
2008-01-31,0.9,9972301652581130.0
2008-02-29,0.5,1.0022163160844034e+16
2008-03-31,1.1,1.0132406955613318e+16
2008-04-30,0.8,1.0213466211258224e+16
2008-05-31,0.6,1.0274747008525774e+16
2008-06-30,0.6,1.0336395490576928e+16
2008-07-31,0.4,1.0377741072539236e+16
2008-08-31,0.5,1.0429629777901932e+16
2008-09-30,0.5,1.048177792679144e+16
2008-10-31,0.4,1.0523705038498606e+16
2008-11-30,0.3,1.05552761536141e+16
2008-12-31,0.3,1.0586941982074942e+16
2009-01-31,0.5,1.0639876691985316e+16
2009-02-28,0.4,1.0682436198753258e+16
2009-03-31,0.6,1.0746530815945778e+16
2009-04-30,0.3,1.0778770408393614e+16
2009-05-31,0.3,1.0811106719618794e+16
2009-06-30,0.4,1.085435114649727e+16
2009-07-31,0.6,1.0919477253376254e+16
2009-08-31,0.8,1.1006833071403264e+16
2009-09-30,0.7,1.1083880902903086e+16
2009-10-31,0.8,1.117255195012631e+16
2009-11-30,0.8,1.126193236572732e+16
2009-12-31,0.9,1.1363289757018864e+16
2010-01-31,1.0,1.1476922654589052e+16
2010-02-28,1.2,1.161464572644412e+16
2010-03-31,1.1,1.1742406829435004e+16
2010-04-30,0.8,1.1836346084070484e+16
2010-05-31,0.7,1.1919200506658976e+16
2010-06-30,0.7,1.2002634910205588e+16
2010-07-31,0.8,1.2098655989487232e+16
2010-08-31,0.7,1.2183346581413642e+16
2010-09-30,0.7,1.2268630007483536e+16
2010-10-31,0.8,1.2366779047543404e+16
2010-11-30,0.7,1.2453346500876206e+16
2010-12-31,0.8,1.2552973272883216e+16
2011-01-31,0.7,1.2640844085793398e+16
2011-02-28,0.7,1.272932999439395e+16
2011-03-31,0.8,1.2831164634349102e+16
2011-04-30,0.8,1.2933813951423894e+16
2011-05-31,0.7,1.302435064908386e+16
2011-06-30,0.7,1.3115521103627446e+16
2011-07-31,0.8,1.3220445272456466e+16
2011-08-31,0.8,1.3326208834636118e+16
2011-09-30,0.8,1.3432818505313208e+16
2011-10-31,0.6,1.3513415416345088e+16
2011-11-30,0.6,1.3594495908843158e+16
2011-12-31,0.8,1.3703251876113904e+16
2012-01-31,0.9,1.3826581142998928e+16
2012-02-29,0.7,1.392336721099992e+16
2012-03-31,0.9,1.4048677515898918e+16
2012-04-30,0.8,1.416106693602611e+16
2012-05-31,0.8,1.4274355471514318e+16
2012-06-30,0.7,1.4374275959814916e+16
2012-07-31,0.8,1.4489270167493436e+16
2012-08-31,0.9,1.4619673599000876e+16
2012-09-30,0.9,1.4751250661391882e+16
2012-10-31,0.8,1.4869260666683018e+16
2012-11-30,0.9,1.5003084012683164e+16
2012-12-31,1.0,1.5153114852809996e+16
2013-01-31,1.1,1.5319799116190904e+16
2013-02-28,0.5,1.5396398111771856e+16
2013-03-31,0.7,1.5504172898554258e+16
2013-04-30,0.7,1.5612702108844136e+16
2013-05-31,0.7,1.5721991023606044e+16
2013-06-30,0.8,1.5847766951794892e+16
2013-07-31,0.9,1.5990396854361044e+16
2013-08-31,0.8,1.6118320029195932e+16
2013-09-30,0.8,1.62472665894295e+16
2013-10-31,0.9,1.6393491988734364e+16
2013-11-30,0.9,1.6541033416632972e+16
2013-12-31,1.4,1.6772607884465834e+16
2014-01-31,3.6,1.7376421768306604e+16
2014-02-28,3.4,1.796722010842903e+16
2014-03-31,2.6,1.8434367831248184e+16
2014-04-30,1.8,1.8766186452210652e+16
2014-05-31,1.4,1.90289130625416e+16
2014-06-30,1.3,1.927628893235464e+16
2014-07-31,1.4,1.9546156977407604e+16
2014-08-31,1.3,1.98002570181139e+16
2014-09-30,1.4,2.0077460616367496e+16
2014-10-31,1.2,2.0318390143763908e+16
2014-11-30,1.1,2.0541892435345308e+16
2014-12-31,1.0,2.074731135969876e+16
2015-01-31,1.1,2.0975531784655444e+16
2015-02-28,0.9,2.116431157071734e+16
2015-03-31,1.3,2.1439447621136664e+16
2015-04-30,1.1,2.1675281544969164e+16
2015-05-31,1.0,2.1892034360418856e+16
2015-06-30,1.0,2.2110954704023044e+16
2015-07-31,1.3,2.239839711517534e+16
2015-08-31,1.2,2.2667177880557444e+16
2015-09-30,1.2,2.2939184015124132e+16
2015-10-31,1.1,2.3191515039290496e+16
2015-11-30,2.0,2.3655345340076308e+16
2015-12-31,3.9,2.4577903808339284e+16
2016-01-31,4.1,2.558559786448119e+16
2016-02-29,2.7,2.627640900682218e+16
2016-03-31,3.0,2.706470127702685e+16
2016-04-30,3.4,2.798490112044576e+16
2016-05-31,4.2,2.9160266967504484e+16
2016-06-30,3.1,3.006423524349712e+16
2016-07-31,2.0,3.0665519948367064e+16
2016-08-31,0.2,3.07268509882638e+16
2016-09-30,1.1,3.10648463491347e+16
2016-10-31,2.4,3.1810402661513932e+16
2016-11-30,1.6,3.2319369104098156e+16
2016-12-31,1.2,3.2707201533347336e+16
2017-01-31,1.3,3.313239515328085e+16
2017-02-28,2.5,3.3960705032112868e+16
2017-03-31,2.4,3.4775761952883576e+16
2017-04-30,2.6,3.5679931763658548e+16
2017-05-31,1.3,3.6143770876586104e+16
2017-06-30,1.2,3.657749612710514e+16
2017-07-31,1.7,3.719931356126592e+16
2017-08-31,1.4,3.772010395112364e+16
2017-09-30,1.9,3.8436785926194984e+16
2017-10-31,1.5,3.90133377150879e+16
2017-11-30,1.4,3.955952444309914e+16
2017-12-31,3.1,4.078586970083521e+16
2018-01-31,1.8,4.152001535545024e+16
2018-02-28,2.4,4.251649572398105e+16
2018-03-31,2.3,4.349437512563261e+16
2018-04-30,2.7,4.466872325402469e+16
2018-05-31,2.1,4.56067664423592e+16
2018-06-30,3.7,4.729421680072649e+16
2018-07-31,3.1,4.876033752154901e+16
2018-08-31,3.9,5.0661990684889416e+16
2018-09-30,6.5,5.3955020079407224e+16
2018-10-31,5.4,5.686859116369522e+16
2018-11-30,3.2,5.8688386080933464e+16
2018-12-31,2.6,6.0214284119037736e+16
2019-01-31,2.9,6.196049835848982e+16
2019-02-28,3.8,6.431499729611244e+16
2019-03-31,4.7,6.733780216902972e+16
2019-04-30,3.4,6.962728744277674e+16
2019-05-31,3.1,7.178573335350281e+16
2019-06-30,2.7,7.372394815404738e+16
2019-07-31,2.2,7.534587501343642e+16
2019-08-31,4.0,7.835971001397387e+16
2019-09-30,5.9,8.298293290479832e+16
2019-10-31,3.3,8.572136969065666e+16
2019-11-30,4.3,8.940738858735488e+16
2019-12-31,3.7,9.2715461965087e+16
2020-01-31,2.3,9.4847917590284e+16
2020-02-29,2.0,9.674487594208968e+16
2020-03-31,3.3,9.993745684817862e+16
2020-04-30,1.5,1.014365187009013e+17
2020-05-31,1.5,1.029580664814148e+17
2020-06-30,2.2,1.0522314394400592e+17
2020-07-31,1.9,1.0722238367894202e+17
2020-08-31,2.7,1.1011738803827344e+17
2020-09-30,2.8,1.132006749033451e+17
2020-10-31,3.8,1.1750230054967222e+17
2020-11-30,3.2,1.2126237416726174e+17
2020-12-31,4.0,1.2611286913395222e+17
2021-01-31,4.0,1.3115738389931032e+17
2021-02-28,3.6,1.3587904971968549e+17
2021-03-31,4.8,1.424012441062304e+17
2021-04-30,4.1,1.4823969511458582e+17
2021-05-31,3.3,1.5313160505336714e+17
2021-06-30,3.2,1.5803181641507488e+17
2021-07-31,3.0,1.6277277090752714e+17
2021-08-31,2.5,1.668420901802153e+17
2021-09-30,3.5,1.726815633365228e+17
2021-10-31,3.5,1.787254180533011e+17
2021-11-30,2.5,1.831935535046336e+17
2021-12-31,3.8,1.901549085378097e+17
2022-01-31,3.9,1.9757094997078426e+17
2022-02-28,4.7,2.068567846194111e+17
2022-03-31,6.7,2.2071618918891165e+17
2022-04-30,6.0,2.3395916054024637e+17
2022-05-31,5.1,2.458910777277989e+17
2022-06-30,5.3,2.5892330484737222e+17
2022-07-31,7.4,2.780836294060778e+17
2022-08-31,7.0,2.9754948346450323e+17
2022-09-30,6.2,3.1599755143930246e+17
2022-10-31,6.3,3.359053971799785e+17
2022-11-30,4.9,3.5236476164179744e+17
2022-12-31,5.1,3.703353644855291e+17
2023-01-31,6.0,3.9255548635466086e+17
2023-02-28,6.6,4.184641484540685e+17
2023-03-31,7.7,4.5068588788503174e+17
2023-04-30,8.4,4.8854350246737446e+17
2023-05-31,7.8,5.266498956598297e+17
2023-06-30,6.0,5.582488893994195e+17
2023-07-31,6.3,5.93418569431583e+17
2023-08-31,12.4,6.670024720410994e+17
2023-09-30,12.7,7.51711785990319e+17
2023-10-31,8.3,8.141038642275154e+17
2023-11-30,12.8,9.183091588486374e+17
2023-12-31,25.5,1.1524779943550399e+18
2024-01-31,20.6,1.389888461192178e+18
2024-02-29,13.2,1.5733537380695455e+18
2024-03-31,11.0,1.7464226492571955e+18
2024-04-30,8.8,1.9001078423918287e+18
2024-05-31,4.2,1.9799123717722857e+18
2024-06-30,4.6,2.070988340873811e+18
2024-07-31,4.0,2.1538278745087634e+18
2024-08-31,4.2,2.2442886452381315e+18
2024-09-30,3.5,2.322838747821466e+18
2024-10-31,2.7,2.3855553940126454e+18
2024-11-30,2.4,2.442808723468949e+18
2024-12-31,2.7,2.50876455900261e+18
2025-01-31,2.2,2.563957379300668e+18
2025-02-28,2.4,2.625492356403884e+18
2025-03-31,3.7,2.7226355735908275e+18
2025-04-30,2.8,2.798869369651371e+18
2025-05-31,1.5,2.840852410196141e+18
2025-06-30,1.6,2.886306048759279e+18
2025-07-31,1.9,2.941145863685705e+18
2025-08-31,1.9,2.997027635095733e+18
2025-09-30,2.1,3.0599652154327434e+18
2025-10-31,2.3,3.130344415387696e+18
2025-11-30,2.5,3.2086030257723884e+18
2025-12-31,2.8,3.2984439104940155e+18
2026-01-31,2.9,3.394098783898342e+18
2026-02-28,2.9,3.4925276486313933e+18
2026-03-31,3.4,3.611273588684861e+18
2026-04-30,2.6,3.7051667019906673e+18
2026-05-31,2.1,3.782975202732471e+18
2026-06-30,1.9,3.8548517315843876e+18
2026-07-31,2.1,3.9358036179476593e+18
2026-08-31,1.7,4.0027122794527693e+18
